Id	MS	All	QTL1	QTL2	QTL3	QTL4	QTL5	QTL6	QTL7	QTL8	QTL9	QTL10
219	0.441915	0.999097	0.999820	0.999932	0.992812	0.999951	0.999653	0.999828	0.999924	0.999907	0.999968	0.999170
220	0.565977	0.998375	0.999326	0.999670	0.990168	0.999139	0.999545	0.999952	0.999496	0.998033	0.999954	0.998468
221	0.346195	0.999617	0.999820	0.999482	0.999909	0.999716	0.999653	0.999894	0.999619	0.999907	0.999968	0.998203
222	0.705669	0.999230	0.996692	0.999670	0.999909	0.999348	0.999831	0.999952	0.999924	0.999849	0.999954	0.997175
223	0.414654	0.998884	0.991721	0.999232	0.999909	0.999630	0.999831	0.999828	0.999924	0.999138	0.999968	0.999661
224	0.324017	0.999737	0.999318	0.999932	0.999909	0.999951	0.999680	0.999952	0.998865	0.999849	0.999954	0.999960
225	0.488442	0.999050	0.999820	0.996097	0.999136	0.999716	0.997621	0.999770	0.999470	0.999176	0.999731	0.999960
226	0.453004	0.999243	0.999820	0.999932	0.999561	0.999348	0.999646	0.996739	0.999924	0.997635	0.999865	0.999960
227	0.518114	0.998810	0.995167	0.999821	0.999909	0.999091	0.999653	0.999952	0.999924	0.995789	0.999954	0.998846
228	0.645767	0.999111	0.999386	0.999670	0.999909	0.999951	0.999932	0.999952	0.999924	0.992516	0.999915	0.999960
229	0.406220	0.998004	0.999820	0.999932	0.999867	0.993413	0.999831	0.999575	0.999924	0.989204	0.999274	0.999202
230	0.502610	0.998892	0.997920	0.999232	0.993519	0.999081	0.999885	0.999952	0.999924	0.999535	0.999915	0.999960
231	0.334742	0.999526	0.997031	0.999932	0.999909	0.999951	0.999744	0.999679	0.999924	0.999179	0.999954	0.999960
232	0.617535	0.999303	0.999554	0.999932	0.998814	0.999348	0.999850	0.999390	0.999496	0.999849	0.999410	0.997382
233	0.649382	0.999710	0.999386	0.999932	0.998960	0.999951	0.999932	0.999952	0.999924	0.999138	0.999968	0.999960
234	0.681590	0.998566	0.999554	0.999932	0.999909	0.987093	0.999646	0.999952	0.999924	0.999849	0.999954	0.999850
235	0.455920	0.999238	0.998987	0.995658	0.999909	0.999081	0.999528	0.999952	0.999924	0.999535	0.999915	0.999893
236	0.669419	0.999644	0.999780	0.999473	0.999909	0.999716	0.999680	0.999770	0.999573	0.999520	0.999167	0.999850
237	0.247258	0.999616	0.999820	0.999932	0.999867	0.999951	0.999932	0.999952	0.999573	0.997203	0.999968	0.999960
238	0.796375	0.999261	0.999554	0.999714	0.999909	0.999503	0.999646	0.999828	0.999924	0.995789	0.999954	0.998793
239	0.453462	0.996633	0.999344	0.999821	0.999867	0.999716	0.995997	0.999828	0.973433	0.999131	0.999619	0.999579
240	0.601434	0.999124	0.998987	0.999473	0.999417	0.999716	0.995997	0.999828	0.999924	0.999479	0.999954	0.998468
241	0.649177	0.999469	0.998987	0.998600	0.999909	0.999892	0.999653	0.999475	0.998864	0.999849	0.999954	0.999508
242	0.551276	0.999800	0.999318	0.999932	0.999623	0.999892	0.999932	0.999952	0.999924	0.999907	0.999938	0.999579
243	0.422700	0.998890	0.999326	0.998781	0.999909	0.999892	0.999680	0.999828	0.992391	0.999176	0.999954	0.999960
244	0.369395	0.999761	0.999472	0.999932	0.999909	0.999403	0.999831	0.999679	0.999924	0.999541	0.999954	0.999960
245	0.613112	0.999436	0.997920	0.999821	0.999417	0.999951	0.999932	0.999952	0.999924	0.997635	0.999954	0.999850
246	0.697259	0.999423	0.996416	0.999232	0.999867	0.999892	0.999831	0.999952	0.999573	0.999849	0.999954	0.999661
247	0.629023	0.999806	0.999895	0.999821	0.999909	0.999348	0.999831	0.999952	0.999924	0.999580	0.999954	0.999850
248	0.812056	0.999436	0.998622	0.999670	0.999136	0.999716	0.999766	0.999214	0.999261	0.999176	0.999954	0.999850
249	0.488157	0.999725	0.999554	0.999932	0.999319	0.999630	0.999831	0.999894	0.999924	0.999849	0.999742	0.999579
250	0.598893	0.999527	0.999344	0.999243	0.999909	0.999641	0.999831	0.999952	0.999924	0.997604	0.999968	0.999850
251	0.501051	0.999564	0.998505	0.999821	0.999582	0.999641	0.999646	0.999894	0.999924	0.999138	0.999642	0.999850
252	0.272625	0.999341	0.999820	0.999005	0.995606	0.999503	0.999766	0.999952	0.999924	0.999907	0.999968	0.999960
253	0.652752	0.999678	0.999289	0.999855	0.999623	0.999892	0.999653	0.999894	0.999924	0.999541	0.999915	0.999190
254	0.557340	0.999062	0.999425	0.999932	0.999909	0.999892	0.999831	0.999770	0.999924	0.992516	0.999915	0.999508
255	0.162052	0.999777	0.999820	0.999932	0.999582	0.999951	0.999255	0.999770	0.999924	0.999907	0.999968	0.999661
256	0.496840	0.998696	0.999344	0.994174	0.999319	0.999630	0.999545	0.999952	0.999271	0.999849	0.996402	0.999474
257	0.353347	0.999251	0.999318	0.999670	0.999909	0.999951	0.999545	0.999952	0.999573	0.995789	0.999954	0.998851
258	0.648965	0.999788	0.999344	0.999473	0.999909	0.999951	0.999680	0.999952	0.999924	0.999849	0.999954	0.999850
259	0.731132	0.998754	0.994759	0.999473	0.999909	0.999742	0.999825	0.999739	0.994623	0.999849	0.999954	0.999661
260	0.522227	0.999667	0.999820	0.999821	0.999909	0.999503	0.999653	0.999952	0.999470	0.999520	0.999167	0.999850
261	0.659668	0.999291	0.996416	0.998802	0.999561	0.999892	0.999646	0.999952	0.999573	0.999907	0.999968	0.999190
262	0.500751	0.999687	0.999895	0.999714	0.998892	0.999892	0.999680	0.999952	0.999901	0.999723	0.999642	0.999579
263	0.549940	0.999782	0.999820	0.999587	0.999909	0.999260	0.999885	0.999729	0.999901	0.999907	0.999968	0.999850
264	0.425354	0.998820	0.999895	0.999482	0.999247	0.999892	0.999646	0.999952	0.999924	0.990583	0.999623	0.999960
265	0.532601	0.998390	0.999895	0.999473	0.999909	0.999951	0.999932	0.999729	0.985801	0.999535	0.999820	0.999850
266	0.502676	0.999091	0.999627	0.999714	0.999909	0.999951	0.999831	0.999952	0.998864	0.999580	0.995546	0.997939
267	0.507914	0.999614	0.999386	0.999932	0.999136	0.999301	0.999653	0.999828	0.999924	0.999541	0.999865	0.999579
268	0.342245	0.999336	0.997538	0.999473	0.999623	0.999892	0.999831	0.999952	0.999924	0.997575	0.999968	0.999579
269	0.524264	0.998509	0.999820	0.999482	0.993956	0.998852	0.999825	0.999739	0.995648	0.998782	0.999696	0.999288
270	0.294423	0.998646	0.999820	0.999932	0.998960	0.998867	0.995850	0.999374	0.994623	0.999633	0.999742	0.999661
271	0.562649	0.999531	0.999386	0.997367	0.999623	0.999892	0.999831	0.999770	0.999924	0.999849	0.999820	0.999850
272	0.504321	0.999778	0.999895	0.999932	0.999136	0.999817	0.999680	0.999894	0.999924	0.999907	0.999742	0.999850
273	0.327478	0.999179	0.999820	0.999932	0.995606	0.999091	0.998811	0.999828	0.999573	0.999907	0.999642	0.999579
274	0.252851	0.999802	0.999318	0.999855	0.999623	0.999716	0.999831	0.999952	0.999924	0.999907	0.999938	0.999960
275	0.708375	0.999751	0.999318	0.999932	0.999909	0.999641	0.999850	0.999952	0.999924	0.999541	0.999623	0.999816
276	0.472081	0.999294	0.998943	0.999482	0.999319	0.997199	0.999215	0.999739	0.999924	0.999541	0.999915	0.999661
277	0.569789	0.999593	0.999820	0.999932	0.999909	0.999716	0.999932	0.999475	0.998864	0.999520	0.999968	0.998793
278	0.575146	0.999727	0.999895	0.999932	0.999867	0.999951	0.999680	0.999770	0.998864	0.999541	0.999915	0.999850
279	0.366730	0.999338	0.998987	0.999932	0.999909	0.995465	0.999831	0.999952	0.999924	0.999907	0.999968	0.999508
280	0.691787	0.999446	0.997538	0.999932	0.998960	0.999951	0.999932	0.999214	0.999924	0.999849	0.999954	0.999205
281	0.640901	0.996881	0.998505	0.997016	0.976326	0.999951	0.999932	0.999770	0.998864	0.999849	0.998933	0.999661
282	0.772399	0.999243	0.998505	0.999932	0.999867	0.999892	0.999646	0.999952	0.995648	0.999179	0.999954	0.999850
283	0.492335	0.999604	0.999318	0.999932	0.999867	0.999260	0.999932	0.999952	0.999573	0.998333	0.999915	0.999960
284	0.499898	0.999534	0.998987	0.999932	0.998814	0.999892	0.999831	0.999952	0.999261	0.999124	0.999968	0.999579
285	0.599176	0.999045	0.999895	0.999932	0.999909	0.999951	0.999932	0.999770	0.999901	0.999176	0.999915	0.992071
286	0.789723	0.998291	0.994743	0.995658	0.999909	0.999892	0.999646	0.999952	0.994623	0.999849	0.999731	0.998904
287	0.523281	0.999648	0.999820	0.999932	0.999909	0.998826	0.999620	0.999952	0.999924	0.999479	0.999167	0.999850
288	0.469064	0.999334	0.999820	0.999932	0.999909	0.999630	0.999766	0.999894	0.994623	0.999849	0.999954	0.999960
289	0.598474	0.999768	0.999895	0.999821	0.998814	0.999951	0.999932	0.999952	0.999852	0.999849	0.999954	0.999661
290	0.445014	0.999739	0.999820	0.999473	0.999867	0.999951	0.999932	0.999952	0.999271	0.999541	0.999731	0.999850
291	0.695143	0.999552	0.999895	0.999821	0.999909	0.999951	0.999932	0.999770	0.999573	0.999580	0.999915	0.997175
292	0.505974	0.999615	0.999820	0.999932	0.999623	0.999892	0.999556	0.998682	0.999901	0.999580	0.999954	0.999205
293	0.636550	0.999691	0.999895	0.998765	0.999623	0.999951	0.999680	0.999952	0.999924	0.999849	0.999954	0.999314
294	0.389157	0.999515	0.998987	0.999932	0.998670	0.999951	0.999766	0.999475	0.999924	0.999907	0.999742	0.998793
295	0.582451	0.999010	0.998943	0.999482	0.999173	0.998990	0.999831	0.999861	0.994623	0.999849	0.999873	0.999474
296	0.627336	0.997948	0.984015	0.999932	0.999623	0.998836	0.999825	0.999459	0.999727	0.999535	0.999623	0.998904
297	0.658446	0.998852	0.998505	0.999932	0.993536	0.998836	0.999330	0.999459	0.999271	0.999849	0.999954	0.999850
298	0.420731	0.999475	0.999386	0.998765	0.999909	0.998836	0.999825	0.999076	0.999573	0.999907	0.999968	0.999508
299	0.243047	0.999507	0.999820	0.998765	0.999582	0.999951	0.999528	0.999952	0.998865	0.999541	0.999865	0.999202
300	0.499274	0.999557	0.999344	0.999714	0.999319	0.999951	0.998811	0.999721	0.999901	0.999849	0.999954	0.999005
301-145	0.947475	0.999997	1.000000	1.000000	1.000000	0.999990	0.999988	0.999992	1.000000	0.999997	1.000000	1.000000
302-28	0.951488	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
